record_id,source_dataset,data_origin,borrower_scope,dataset,business_age_years,registered_capital_wan,industry,employee_count,annual_revenue_wan,annual_profit_wan,profit_margin,cash_flow_wan,asset_liability_ratio,invalid_invoice_ratio,supplier_count,customer_count,customer_concentration,tax_level,tax_score,annual_tax_wan,has_default_history,overdue_count_2yr,credit_inquiry_3m,legal_disputes,has_real_estate,real_estate_value_wan,has_other_collateral,revenue_volatility,is_ecommerce,is_tech_enterprise,default_probability,has_defaulted,credit_rating,loan_amount,loan_currency,loan_term,interest_rate,has_license,has_bank_flow,overdue_history,has_guarantee,original_credit_risk,checking_status_code,credit_history_code,loan_purpose_code,loan_purpose,savings_code,employment_duration_code,installment_rate_code,personal_status_sex_code,other_debtors_code,present_residence_code,property_code,age,other_installment_plans_code,housing_code,number_credits_code,job_code,people_liable_code,telephone_code,foreign_worker_code,risk_label,risk_label_definition
SGC-0001,UCI South German Credit,public_real_world_historical,individual,UCI_South_German_Credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049,DEM,18,,,,,0,1,1,4,2,used_car,1,2,4,2,1,4,2,21,3,1,1,3,2,1,2,0,1=bad credit risk; 0=good credit risk
SYN-4409,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.8,7.0,healthcare,1,1465.6,112.6,0.0768,74.2,0.4248,0.0612,8,14,0.3012,B,4,32.0,0,0,1,0,0,0,0,0.5438,0,1,0.1109,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4410,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,4.5,81.3,hospitality_food,1,452.0,50.6,0.1119,65.0,0.7798,0.0524,12,15,0.4729,B,4,11.0,0,1,2,0,1,151.3,0,0.318,0,0,0.1233,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4411,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,9.7,48.6,it_tech,1,790.3,95.1,0.1203,172.0,0.9,0.0743,8,16,0.0497,M,3,31.9,0,2,2,0,1,98.8,0,1.3743,1,0,0.1359,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4412,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,7.7,47.0,wholesale_retail,1,1351.5,1.3,0.001,24.9,0.3361,0.0242,9,14,0.1413,B,4,70.0,0,2,2,0,1,221.8,0,0.1005,0,0,0.1077,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4413,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,4.0,83.5,wholesale_retail,1,431.1,19.6,0.0455,37.7,0.6018,0.0485,8,11,1.1614,C,2,9.2,0,0,0,0,0,0,1,0.6782,0,0,0.1339,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4414,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,7.1,123.8,manufacturing,1,257.9,18.6,0.0721,40.1,0.5004,0.1402,11,13,0.1596,M,3,6.8,0,1,1,1,0,0,0,0.9485,0,0,0.2153,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4415,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,0.7,34.5,wholesale_retail,1,445.8,14.4,0.0323,26.3,0.5699,0.0004,10,13,0.0197,M,3,10.2,0,1,2,0,0,0,1,0.8944,0,0,0.3714,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4416,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,8.0,211.2,hospitality_food,2,79.3,2.9,0.0365,28.3,0.3095,0.0516,12,17,0.0863,M,3,1.4,0,3,1,0,0,0,0,0.2248,0,0,0.2519,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4417,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,5.4,87.4,scientific_research,1,74.9,-1.1,-0.014,15.1,0.9,0.0,8,8,1.1073,B,4,1.4,0,1,2,0,0,0,0,0.4363,0,0,0.3102,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4418,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.6,45.1,manufacturing,1,336.4,-2.0,-0.0061,2.1,0.9,0.033,12,12,0.3477,B,4,9.7,0,0,1,0,0,0,0,0.2384,0,0,0.2512,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4419,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,11.8,23.8,manufacturing,1,642.9,-0.9,-0.0014,34.6,0.7714,0.0147,9,21,0.473,B,4,17.7,0,3,2,0,1,408.0,1,0.2949,0,0,0.1532,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4420,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,0.2,279.5,hospitality_food,3,376.4,6.2,0.0165,11.5,0.4886,0.0337,14,21,0.5895,M,3,17.0,0,0,4,1,0,0,0,2.7382,0,0,0.567,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4421,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,6.2,119.8,wholesale_retail,1,118.5,6.6,0.0554,26.4,0.2983,0.0047,8,9,0.9056,B,4,1.3,0,1,2,0,0,0,0,0.3075,0,0,0.2175,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4422,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,4.3,36.6,hospitality_food,9,473.0,10.9,0.0231,27.7,0.6034,0.0736,11,18,1.2245,M,3,8.7,0,2,0,0,0,0,0,0.1865,0,0,0.228,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4423,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,12.0,76.9,manufacturing,1,342.9,15.0,0.0438,46.0,0.9,0.0016,7,12,0.0658,M,3,4.3,0,2,1,0,0,0,0,0.2548,0,0,0.1666,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4424,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.4,187.1,manufacturing,4,185.4,2.9,0.0156,8.1,0.5399,0.0432,3,11,0.6465,M,3,3.5,0,0,0,0,1,140.2,0,0.1845,0,0,0.1437,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4425,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,0.6,48.1,wholesale_retail,1,180.4,1.3,0.0071,3.9,0.5979,0.1299,10,16,0.2168,B,4,4.8,0,0,1,0,1,110.5,0,0.4755,0,0,0.2919,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4426,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,6.6,68.8,construction,1,1002.8,22.7,0.0226,42.3,0.9,0.1375,11,14,0.21,M,3,57.3,0,3,2,0,0,0,0,0.4402,1,0,0.3183,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4427,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,2.4,28.2,scientific_research,1,71.3,3.9,0.0541,12.4,0.2567,0.1306,12,11,0.4348,B,4,1.9,0,2,0,0,0,0,0,0.2647,0,0,0.3357,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4428,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,6.2,232.1,scientific_research,39,843.8,21.2,0.0252,52.1,0.357,0.0692,6,13,0.0539,D,1,45.3,0,0,2,1,0,0,1,0.5474,1,0,0.171,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4429,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,5.1,65.0,scientific_research,1,286.5,-7.0,-0.0243,6.4,0.1004,0.0188,9,23,0.1785,B,4,6.7,0,1,1,0,0,0,0,0.2811,0,0,0.2467,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4430,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,10.0,59.1,wholesale_retail,1,97.3,4.6,0.0477,38.0,0.54,0.0917,6,23,0.1971,M,3,2.6,0,1,2,0,1,79.5,0,0.916,0,0,0.1418,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4431,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.0,141.6,it_tech,1,46.5,6.8,0.1463,10.6,0.9,0.0247,10,12,0.0686,M,3,2.4,0,0,2,0,0,0,0,1.7837,0,0,0.4233,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4432,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,13.0,132.3,other,2,205.9,-4.3,-0.0211,35.6,0.7078,0.1672,9,14,0.3608,A,5,8.1,0,1,4,0,1,106.3,0,0.5558,0,0,0.2105,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4433,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,6.1,47.6,transportation,2,99.8,3.3,0.0332,22.7,0.4493,0.048,7,16,0.4976,M,3,1.5,0,1,0,1,0,0,0,0.9317,1,0,0.3126,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4434,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,3.7,74.6,scientific_research,6,105.1,4.6,0.0436,18.7,0.272,0.1051,13,16,0.1333,M,3,1.2,0,0,2,0,0,0,0,0.1672,0,0,0.1763,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4435,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.2,20.0,it_tech,21,63.1,0.8,0.0133,4.4,0.4011,0.0326,12,16,0.3079,B,4,2.7,0,0,2,0,0,0,0,0.6768,0,1,0.3315,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4436,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.2,73.5,construction,1,36.0,-0.6,-0.0163,2.8,0.3328,0.0271,10,18,0.6698,C,2,1.7,0,2,2,0,0,0,0,0.5072,0,0,0.4053,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4437,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,0.6,72.2,agriculture,2,98.8,-2.1,-0.021,-1.0,0.6755,0.0205,7,21,0.3119,B,4,5.6,0,0,4,0,0,0,0,0.3377,1,0,0.5443,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4438,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,3.4,61.9,manufacturing,74,276.4,9.7,0.035,16.3,0.41,0.057,10,15,0.0612,M,3,12.6,0,3,1,1,0,0,0,0.6226,0,0,0.4638,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4439,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,3.5,58.6,transportation,4,233.1,4.3,0.0184,17.4,0.0868,0.0205,12,17,0.3571,A,5,12.6,0,1,1,0,0,0,0,0.2074,0,0,0.213,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4440,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,5.6,27.6,wholesale_retail,4,848.0,3.9,0.0046,20.1,0.7037,0.0431,2,10,0.2129,C,2,37.7,1,7,1,0,1,145.6,1,0.1005,1,0,0.6445,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4441,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,0.4,47.8,agriculture,1,380.3,2.2,0.0058,4.2,0.2071,0.0335,9,16,0.4958,C,2,14.2,0,0,2,1,0,0,0,0.4527,0,0,0.3666,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4442,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,4.9,17.8,manufacturing,1,260.6,-0.4,-0.0016,14.0,0.5161,0.1386,11,22,1.2731,M,3,8.7,1,8,5,1,0,0,0,0.8414,0,1,0.8868,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4443,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,9.0,149.2,education,1,16.3,2.1,0.1266,6.5,0.2615,0.0039,7,14,0.1057,M,3,0.3,0,0,2,0,1,296.1,0,0.3133,0,0,0.0924,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4444,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,2.3,49.6,manufacturing,1,1167.5,11.6,0.0099,14.2,0.8939,0.0265,8,20,0.3713,M,3,22.3,0,1,4,0,0,0,0,0.0651,0,0,0.3047,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4445,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,7.1,86.5,it_tech,1,622.1,-3.3,-0.0053,18.1,0.3652,0.0311,8,23,0.0643,M,3,28.2,0,2,0,0,0,0,0,0.6303,1,0,0.1948,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4446,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.9,39.0,other,22,42.0,-0.3,-0.0076,5.5,0.2772,0.0292,11,22,0.3586,B,4,1.4,0,0,4,0,0,0,0,0.7697,0,0,0.3865,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4447,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,3.4,16.2,wholesale_retail,18,213.0,-3.1,-0.0147,5.7,0.4616,0.0093,10,15,0.173,B,4,4.9,0,2,1,0,0,0,0,0.532,0,0,0.2374,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4448,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,4.6,125.9,construction,1,696.1,-12.7,-0.0182,3.5,0.9,0.0592,10,18,0.3059,M,3,36.2,0,0,0,0,0,0,0,0.2545,1,0,0.1405,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4449,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,9.9,13.9,scientific_research,2,404.3,13.6,0.0336,52.8,0.9,0.0225,6,22,0.4643,M,3,4.4,1,7,2,0,1,100.5,0,0.2727,1,0,0.5637,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4450,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,6.3,170.7,transportation,1,273.5,-8.0,-0.0294,13.1,0.1105,0.0377,8,13,0.0509,C,2,13.6,0,0,0,0,0,0,0,0.0764,0,0,0.1306,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4451,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,10.4,362.6,manufacturing,1,448.8,9.2,0.0205,43.6,0.2048,0.0545,8,19,0.1462,M,3,13.9,0,0,1,0,0,0,0,0.2642,0,0,0.0764,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4452,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,5.1,111.1,manufacturing,1,201.8,8.1,0.0401,27.0,0.5271,0.0264,11,18,0.4328,A,5,11.5,0,1,0,1,0,0,0,0.2366,0,0,0.222,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4453,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,8.0,77.1,wholesale_retail,1,158.6,-1.4,-0.0091,22.2,0.3285,0.0134,11,19,2.9401,B,4,9.3,0,0,1,0,0,0,0,1.0346,0,0,0.2126,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4454,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,6.7,29.0,wholesale_retail,1,80.8,12.7,0.1567,32.3,0.6753,0.0677,13,14,0.3192,M,3,3.6,0,0,2,0,1,119.2,0,0.473,0,0,0.083,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4455,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.1,81.4,agriculture,1,29.0,0.6,0.0215,3.6,0.1979,0.1122,5,13,0.1222,M,3,1.3,0,0,1,1,0,0,1,0.1544,0,0,0.3884,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4456,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,7.0,210.5,other,2,1125.0,-7.0,-0.0062,11.3,0.3786,0.0179,9,14,0.0623,B,4,34.6,1,2,1,0,0,0,1,0.0934,0,0,0.289,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4457,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,13.5,35.0,manufacturing,1,489.1,-19.4,-0.0396,8.5,0.237,0.0272,7,19,0.6817,C,2,24.7,0,1,1,0,0,0,0,0.1661,0,0,0.1133,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4458,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,3.3,292.2,manufacturing,1,46.7,3.5,0.0757,12.5,0.5033,0.1643,9,15,0.9589,B,4,0.7,0,0,2,0,0,0,0,0.6084,0,1,0.2615,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4459,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,5.0,377.2,scientific_research,1,287.3,-4.7,-0.0165,7.2,0.1435,0.0954,8,18,0.051,M,3,8.2,0,1,2,0,1,76.5,1,0.1352,0,0,0.1325,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4460,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,10.9,109.8,scientific_research,10,98.0,3.2,0.033,38.0,0.1408,0.0535,6,13,0.2429,M,3,4.0,0,1,1,0,0,0,0,0.6467,0,0,0.1565,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4461,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,4.5,37.1,it_tech,1,43.7,2.8,0.0636,16.4,0.1642,0.0255,7,15,0.2714,A,5,1.4,0,0,0,0,0,0,0,0.1489,0,0,0.1434,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4462,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,9.2,245.9,manufacturing,1,224.0,4.9,0.022,35.6,0.464,0.0431,7,17,0.3184,A,5,8.2,0,1,4,0,1,109.2,0,0.2884,0,0,0.1083,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4463,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,3.6,19.2,hospitality_food,3,97.2,-2.8,-0.0293,7.1,0.1752,0.0112,10,19,0.1436,C,2,1.7,0,2,1,1,1,176.2,0,0.5234,1,0,0.3006,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4464,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,5.1,20.4,construction,1,1532.3,35.5,0.0232,43.4,0.2906,0.053,10,15,0.3281,B,4,21.6,0,1,3,0,0,0,0,0.554,0,0,0.1631,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4465,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,7.1,148.5,wholesale_retail,1,473.9,31.1,0.0657,51.1,0.1568,0.005,5,16,0.907,D,1,10.2,0,1,4,0,0,0,0,0.7635,0,1,0.1399,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4466,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,0.4,38.2,wholesale_retail,1,90.1,5.0,0.0557,9.8,0.05,0.1179,9,17,0.0684,C,2,4.8,0,0,2,0,0,0,0,0.3182,0,0,0.3698,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4467,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,4.5,7.2,wholesale_retail,1,90.8,-2.7,-0.0293,9.8,0.9,0.0378,10,26,0.5766,B,4,4.3,1,6,4,0,0,0,0,0.529,0,0,0.8532,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4468,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,3.9,187.2,manufacturing,2,448.9,28.9,0.0644,39.5,0.2608,0.0966,7,16,0.29,B,4,21.7,0,0,5,0,0,0,0,0.5368,0,0,0.1357,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4469,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,1.3,118.3,wholesale_retail,1,236.3,-5.4,-0.0229,-2.2,0.8481,0.0107,12,15,0.5016,M,3,12.3,0,0,1,0,0,0,0,0.0824,0,0,0.3158,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4470,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,3.9,33.6,hospitality_food,2,1141.7,24.6,0.0216,40.2,0.4755,0.0936,8,8,0.2825,C,2,37.4,0,0,3,0,0,0,0,0.9277,0,0,0.22,0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4471,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,4.8,26.4,manufacturing,4,432.2,23.8,0.055,51.7,0.0972,0.0525,9,13,0.5253,A,5,18.0,1,3,1,0,1,36.9,0,0.9418,0,0,0.2737,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4472,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,0.6,45.5,construction,2,157.9,-1.0,-0.0061,0.4,0.05,0.1441,9,17,0.3062,M,3,5.7,0,0,2,0,0,0,0,0.2432,0,0,0.3381,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4473,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,7.8,16.7,wholesale_retail,44,355.8,0.3,0.0009,23.8,0.386,0.0178,18,17,1.1575,B,4,11.8,0,0,0,0,0,0,0,0.5354,0,0,0.0855,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4474,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,4.2,256.1,wholesale_retail,1,155.2,7.8,0.0502,18.8,0.1848,0.0917,8,13,0.2353,C,2,6.5,1,7,0,0,1,76.1,0,0.1209,0,0,0.6518,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1=has_defaulted; 0=no_default (synthetic SME)
SYN-4475,CUMCM_2020_Synthetic,public_synthetic,synthetic_sme,CUMCM_2020_Synthetic,2.9,9.6,manufacturing,1,372.2,30.6,0.0821,40.7,0.4814,0.0444,5,14,0.2391,A,5,15.6,0,0,1,0,0,0,0,0.5339,0,0,0.1424,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1=has_defaulted; 0=no_default (synthetic SME)
