record_id,source_dataset,data_origin,borrower_scope,business_type,industry,business_age,monthly_revenue,monthly_cost,net_cashflow,existing_debt,loan_amount,loan_currency,loan_term,interest_rate,has_license,has_bank_flow,overdue_history,has_guarantee,risk_label,risk_label_definition,original_credit_risk,checking_status_code,credit_history_code,loan_purpose_code,loan_purpose,savings_code,employment_duration_code,installment_rate_code,personal_status_sex_code,other_debtors_code,present_residence_code,property_code,age,other_installment_plans_code,housing_code,number_credits_code,job_code,people_liable_code,telephone_code,foreign_worker_code
SGC-0504,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2058,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,5,domestic_appliances,1,3,4,1,1,2,1,33,3,2,2,3,2,2,2
SGC-0505,UCI South German Credit,public_real_world_historical,individual,,,,,,,,7814,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,1,new_car,1,4,3,3,1,3,3,38,3,2,1,4,2,2,2
SGC-0506,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1740,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,3,furniture_equipment,1,5,2,4,1,2,1,30,3,1,2,3,2,1,2
SGC-0507,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1240,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,3,furniture_equipment,5,5,4,2,1,2,1,38,3,2,2,3,2,2,2
SGC-0508,UCI South German Credit,public_real_world_historical,individual,,,,,,,,6842,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,1,new_car,5,3,2,3,1,4,2,46,3,2,2,4,1,2,2
SGC-0509,UCI South German Credit,public_real_world_historical,individual,,,,,,,,5150,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,2,used_car,1,5,4,3,1,4,3,33,3,2,1,3,2,2,2
SGC-0510,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1203,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,0,other,2,5,3,3,1,2,2,43,3,2,1,3,2,2,2
SGC-0511,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2080,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,0,other,3,3,1,4,1,2,3,24,3,2,1,3,2,1,2
SGC-0512,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1538,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,6,repairs,1,2,1,2,1,2,4,56,3,2,1,3,2,1,2
SGC-0513,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3878,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,4,0,other,2,2,4,1,1,2,3,37,3,2,1,3,2,2,2
SGC-0514,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3832,DEM,30,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,2,used_car,1,2,2,4,1,1,2,22,3,2,1,3,2,1,2
SGC-0515,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3186,DEM,15,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,0,other,4,4,2,2,1,3,3,20,3,1,1,3,2,1,2
SGC-0516,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2896,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,3,furniture_equipment,2,2,2,3,1,1,3,29,3,2,1,3,2,1,2
SGC-0517,UCI South German Credit,public_real_world_historical,individual,,,,,,,,6967,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,3,9,retraining,2,4,4,3,1,4,3,36,3,1,1,4,2,2,2
SGC-0518,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1819,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,2,6,repairs,1,3,4,3,1,4,4,37,2,3,1,3,2,2,2
SGC-0519,UCI South German Credit,public_real_world_historical,individual,,,,,,,,5943,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,2,3,furniture_equipment,5,2,1,2,1,1,3,44,3,2,2,3,2,2,2
SGC-0520,UCI South German Credit,public_real_world_historical,individual,,,,,,,,7127,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,4,2,used_car,1,2,2,2,1,4,2,23,3,1,2,3,2,2,2
SGC-0521,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3349,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,2,2,used_car,1,3,4,2,1,2,3,28,3,2,1,4,2,2,2
SGC-0522,UCI South German Credit,public_real_world_historical,individual,,,,,,,,10974,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,2,2,used_car,1,1,4,2,1,2,3,26,3,2,2,4,2,2,2
SGC-0523,UCI South German Credit,public_real_world_historical,individual,,,,,,,,518,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,3,furniture_equipment,1,3,3,2,1,1,1,29,3,2,1,3,2,1,2
SGC-0524,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1126,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,3,furniture_equipment,5,2,4,2,1,2,1,21,3,1,1,3,2,2,2
SGC-0525,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1860,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,4,1,new_car,1,1,4,3,1,2,3,34,3,2,2,4,2,2,2
SGC-0526,UCI South German Credit,public_real_world_historical,individual,,,,,,,,9566,DEM,36,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,3,furniture_equipment,1,3,2,2,1,2,3,31,2,2,2,3,2,1,2
SGC-0527,UCI South German Credit,public_real_world_historical,individual,,,,,,,,701,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,3,furniture_equipment,1,3,4,4,1,2,1,40,3,2,1,2,2,1,2
SGC-0528,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2930,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,3,furniture_equipment,1,4,2,2,1,1,1,27,3,2,1,3,2,1,2
SGC-0529,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1505,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,3,furniture_equipment,1,3,4,3,1,2,4,32,3,3,1,4,2,2,2
SGC-0530,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2238,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,3,furniture_equipment,1,3,2,2,1,1,3,25,3,2,2,3,2,1,2
SGC-0531,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1503,DEM,4,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,3,furniture_equipment,1,4,2,3,1,1,1,42,3,2,2,2,1,1,2
SGC-0532,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2197,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,1,new_car,5,4,4,3,1,4,3,43,3,2,2,3,1,2,2
SGC-0533,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1881,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,3,2,3,furniture_equipment,1,3,2,2,1,2,3,44,3,1,1,2,2,2,2
SGC-0534,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1880,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,4,3,furniture_equipment,1,4,4,4,1,1,2,32,3,2,2,4,2,2,2
SGC-0535,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2389,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,3,furniture_equipment,1,2,4,2,1,1,3,27,2,2,1,3,2,1,2
SGC-0536,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1967,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,3,furniture_equipment,1,5,4,2,1,4,3,20,3,2,1,3,2,2,2
SGC-0537,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3380,DEM,4,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,0,other,1,4,1,2,1,1,1,37,3,2,1,3,1,1,2
SGC-0538,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1455,DEM,4,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,0,other,1,4,2,3,1,1,1,42,3,2,3,2,1,1,2
SGC-0539,UCI South German Credit,public_real_world_historical,individual,,,,,,,,730,DEM,7,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,3,furniture_equipment,5,5,4,3,1,2,2,46,3,1,2,2,2,2,2
SGC-0540,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3244,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,0,2,used_car,1,3,1,2,1,4,3,33,1,2,2,3,2,2,2
SGC-0541,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1670,DEM,9,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,3,furniture_equipment,1,2,4,2,1,2,3,22,3,2,1,3,2,2,2
SGC-0542,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3979,DEM,48,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,3,furniture_equipment,5,4,4,3,1,1,3,41,3,2,2,3,1,2,2
SGC-0543,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1922,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,2,used_car,1,3,4,3,1,2,2,37,3,2,1,2,2,1,2
SGC-0544,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1295,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,4,2,used_car,1,2,4,2,1,1,2,27,3,2,2,3,2,1,2
SGC-0545,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1544,DEM,4,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,3,furniture_equipment,1,4,2,3,1,1,1,42,3,2,3,2,1,1,2
SGC-0546,UCI South German Credit,public_real_world_historical,individual,,,,,,,,907,DEM,8,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,9,retraining,1,2,3,4,1,2,1,26,3,2,1,3,2,2,2
SGC-0547,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1715,DEM,30,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,3,furniture_equipment,5,3,4,2,1,1,3,26,3,2,1,3,2,1,2
SGC-0548,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1347,DEM,10,,,,,0,0,1=bad credit risk; 0=good credit risk,1,3,4,3,furniture_equipment,5,4,4,3,1,2,2,27,3,2,2,3,2,2,2
SGC-0549,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1007,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,0,other,4,3,4,4,1,1,1,22,3,2,1,3,2,1,2
SGC-0550,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1402,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,2,used_car,3,4,3,2,1,4,3,37,3,1,1,3,2,2,2
SGC-0551,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2002,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,0,other,1,4,3,3,1,4,2,30,3,1,1,3,1,2,2
SGC-0552,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2096,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,6,repairs,1,4,2,3,1,3,1,49,3,2,1,2,1,1,2
SGC-0553,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1101,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,0,other,1,3,3,4,1,2,1,27,3,2,2,3,2,2,2
SGC-0554,UCI South German Credit,public_real_world_historical,individual,,,,,,,,894,DEM,10,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,8,vacation,5,4,4,2,1,3,2,40,3,2,1,3,2,2,2
SGC-0555,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1577,DEM,11,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,2,used_car,4,2,4,2,1,1,1,20,3,2,1,3,2,1,2
SGC-0556,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2764,DEM,33,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,3,9,retraining,1,3,2,2,1,2,3,26,3,2,2,3,2,2,2
SGC-0557,UCI South German Credit,public_real_world_historical,individual,,,,,,,,8358,DEM,48,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,0,0,other,3,2,1,2,1,1,3,30,3,2,2,3,2,1,2
SGC-0558,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1474,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,3,2,2,used_car,1,2,4,2,1,1,2,33,1,2,1,4,2,2,2
SGC-0559,UCI South German Credit,public_real_world_historical,individual,,,,,,,,5433,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,1,new_car,5,1,2,2,1,4,2,26,3,1,1,4,2,2,2
SGC-0560,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1410,DEM,14,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,9,retraining,3,5,1,4,1,2,1,35,3,2,1,3,2,2,2
SGC-0561,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3485,DEM,20,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,0,other,5,2,2,1,1,4,1,44,3,2,2,3,2,2,2
SGC-0562,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3850,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,1,new_car,1,4,3,3,1,1,3,27,3,2,2,3,2,1,2
SGC-0563,UCI South German Credit,public_real_world_historical,individual,,,,,,,,7408,DEM,60,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,0,other,2,2,4,2,1,2,2,24,3,2,1,4,2,1,2
SGC-0564,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1377,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,3,2,3,furniture_equipment,2,5,4,2,1,2,4,47,3,3,1,3,2,2,2
SGC-0565,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4272,DEM,30,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,3,9,retraining,2,3,2,3,1,2,2,26,3,2,2,2,2,1,2
SGC-0566,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1553,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,3,3,furniture_equipment,2,4,3,2,1,2,2,23,3,1,2,3,2,2,2
SGC-0567,UCI South German Credit,public_real_world_historical,individual,,,,,,,,9857,DEM,36,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,3,9,retraining,2,4,1,3,1,3,2,31,3,2,2,2,1,2,2
SGC-0568,UCI South German Credit,public_real_world_historical,individual,,,,,,,,362,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,0,other,2,3,4,2,1,4,3,52,3,2,2,2,2,1,2
SGC-0569,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1935,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,2,used_car,1,5,4,3,1,4,1,43,3,2,3,3,2,2,2
SGC-0570,UCI South German Credit,public_real_world_historical,individual,,,,,,,,10222,DEM,48,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,3,furniture_equipment,5,4,4,3,1,3,3,37,2,2,1,3,2,2,2
SGC-0571,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1330,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,3,2,0,other,1,2,4,3,1,1,1,26,3,2,1,3,2,1,2
SGC-0572,UCI South German Credit,public_real_world_historical,individual,,,,,,,,9055,DEM,36,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,6,repairs,5,3,2,3,1,4,4,35,3,3,1,2,1,2,2
SGC-0573,UCI South German Credit,public_real_world_historical,individual,,,,,,,,7966,DEM,26,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,1,new_car,1,2,2,3,1,3,3,30,3,2,2,3,2,1,2
SGC-0574,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3496,DEM,30,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,1,2,used_car,4,3,4,3,1,2,3,34,2,2,1,3,1,2,2
SGC-0575,UCI South German Credit,public_real_world_historical,individual,,,,,,,,6948,DEM,36,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,1,new_car,1,3,2,3,1,2,3,35,3,1,1,4,2,2,2
SGC-0576,UCI South German Credit,public_real_world_historical,individual,,,,,,,,12204,DEM,48,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,0,9,retraining,5,3,2,3,1,2,3,48,1,2,1,4,2,2,2
SGC-0577,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3446,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,2,used_car,1,5,4,3,1,2,3,42,3,2,1,3,1,1,2
SGC-0578,UCI South German Credit,public_real_world_historical,individual,,,,,,,,684,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,6,repairs,1,3,4,3,1,4,3,40,3,1,1,2,1,1,2
SGC-0579,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4281,DEM,33,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,4,2,used_car,3,3,1,2,1,4,3,23,3,2,2,3,2,1,2
SGC-0580,UCI South German Credit,public_real_world_historical,individual,,,,,,,,7174,DEM,42,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,3,furniture_equipment,5,4,4,2,1,3,3,30,3,2,1,4,2,2,2
SGC-0581,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1546,DEM,24,,,,,1,1,1=bad credit risk; 0=good credit risk,0,1,1,3,furniture_equipment,1,4,4,3,3,4,3,24,1,1,1,2,2,1,2
SGC-0582,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2359,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,2,used_car,2,1,1,1,1,1,2,33,3,2,1,3,2,1,2
SGC-0583,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3621,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,2,3,furniture_equipment,2,5,2,3,1,4,3,31,3,2,2,3,2,1,2
SGC-0584,UCI South German Credit,public_real_world_historical,individual,,,,,,,,741,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,4,radio_television,2,1,4,2,1,3,2,22,3,2,1,3,2,1,2
SGC-0585,UCI South German Credit,public_real_world_historical,individual,,,,,,,,7865,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,2,used_car,1,5,4,3,1,4,4,53,3,3,1,4,2,2,2
SGC-0586,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2910,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,1,new_car,1,4,2,3,1,1,4,34,3,3,1,4,2,2,2
SGC-0587,UCI South German Credit,public_real_world_historical,individual,,,,,,,,5302,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,4,0,other,1,5,2,3,1,4,4,36,3,3,3,4,2,2,2
SGC-0588,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3620,DEM,36,,,,,1,0,1=bad credit risk; 0=good credit risk,1,1,2,2,used_car,1,3,1,3,3,2,2,37,3,2,1,3,1,1,2
SGC-0589,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3509,DEM,18,,,,,1,0,1=bad credit risk; 0=good credit risk,1,1,2,3,furniture_equipment,1,4,4,2,3,1,1,25,3,2,1,3,2,1,2
SGC-0590,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3017,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,2,used_car,1,2,3,2,1,1,1,34,3,1,1,4,2,1,2
SGC-0591,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1657,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,2,used_car,1,3,2,3,1,2,1,27,3,2,1,3,2,1,2
SGC-0592,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1164,DEM,8,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,4,10,business,1,5,3,3,1,4,4,51,1,3,2,4,1,2,2
SGC-0593,UCI South German Credit,public_real_world_historical,individual,,,,,,,,6229,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,4,2,used_car,1,2,4,2,2,4,4,23,3,1,2,2,2,2,2
SGC-0594,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1193,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,1,0,other,1,1,1,2,2,4,4,29,3,1,2,1,2,1,2
SGC-0595,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4583,DEM,30,,,,,1,0,1=bad credit risk; 0=good credit risk,1,1,0,2,used_car,1,3,2,1,3,2,1,32,3,2,2,3,2,1,2
SGC-0596,UCI South German Credit,public_real_world_historical,individual,,,,,,,,5371,DEM,36,,,,,1,0,1=bad credit risk; 0=good credit risk,1,1,4,2,used_car,1,3,3,3,3,2,2,28,3,2,2,3,2,1,2
SGC-0597,UCI South German Credit,public_real_world_historical,individual,,,,,,,,708,DEM,12,,,,,1,0,1=bad credit risk; 0=good credit risk,1,1,2,2,used_car,1,3,2,3,3,3,2,38,3,2,1,2,1,1,2
SGC-0598,UCI South German Credit,public_real_world_historical,individual,,,,,,,,571,DEM,21,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,4,0,other,1,5,4,3,1,4,1,65,3,2,2,3,2,1,2
SGC-0599,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2522,DEM,30,,,,,1,0,1=bad credit risk; 0=good credit risk,1,1,2,3,furniture_equipment,1,5,1,3,3,3,2,39,3,2,1,3,1,1,2
SGC-0600,UCI South German Credit,public_real_world_historical,individual,,,,,,,,5179,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,2,used_car,1,4,4,3,1,2,2,29,3,2,1,3,2,1,2
SGC-0601,UCI South German Credit,public_real_world_historical,individual,,,,,,,,8229,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,1,new_car,1,3,2,3,1,2,2,26,3,2,1,3,1,1,2
SGC-0602,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2028,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,2,used_car,1,4,2,3,1,2,2,30,3,2,2,2,2,1,2
SGC-0603,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1374,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,0,other,5,1,4,2,1,3,2,75,3,2,1,4,2,2,2
SGC-0604,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1289,DEM,12,,,,,1,0,1=bad credit risk; 0=good credit risk,1,1,2,2,used_car,1,3,4,3,3,1,2,21,3,2,1,2,2,1,2
SGC-0605,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2712,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,2,used_car,1,5,2,3,1,2,2,41,1,2,1,3,1,1,2
SGC-0606,UCI South German Credit,public_real_world_historical,individual,,,,,,,,975,DEM,15,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,4,2,used_car,1,3,2,1,1,3,2,25,3,2,2,3,2,1,2
SGC-0607,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1050,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,3,2,used_car,1,1,4,3,1,1,2,35,2,2,2,4,2,2,1
SGC-0608,UCI South German Credit,public_real_world_historical,individual,,,,,,,,609,DEM,6,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,4,0,other,1,4,4,2,1,3,2,37,3,2,2,3,2,1,2
SGC-0609,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4788,DEM,48,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,1,new_car,1,4,4,3,1,3,2,26,3,2,1,3,1,1,2
SGC-0610,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3069,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,2,2,used_car,2,5,4,3,1,4,4,30,3,3,1,3,2,1,2
SGC-0611,UCI South German Credit,public_real_world_historical,individual,,,,,,,,836,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,0,other,2,2,4,2,1,2,2,23,1,2,1,2,2,1,2
SGC-0612,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2577,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,2,used_car,1,3,2,1,1,1,3,42,3,2,1,3,2,1,2
SGC-0613,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1620,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,2,used_car,1,3,2,2,2,3,2,30,3,2,1,3,2,1,2
SGC-0614,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1845,DEM,15,,,,,1,0,1=bad credit risk; 0=good credit risk,1,1,2,2,used_car,1,2,4,2,3,1,2,46,3,1,1,3,2,1,2
SGC-0615,UCI South German Credit,public_real_world_historical,individual,,,,,,,,6579,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,1,new_car,1,1,4,3,1,2,4,29,3,3,1,4,2,2,2
SGC-0616,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1893,DEM,12,,,,,1,0,1=bad credit risk; 0=good credit risk,1,1,2,0,other,1,3,4,2,3,4,2,29,3,2,1,3,2,2,2
SGC-0617,UCI South German Credit,public_real_world_historical,individual,,,,,,,,10623,DEM,30,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,4,1,new_car,1,5,3,3,1,4,4,38,3,3,3,4,1,2,2
SGC-0618,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2249,DEM,18,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,0,other,2,4,4,3,1,3,3,30,3,2,1,4,1,2,2
SGC-0619,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3108,DEM,30,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,2,used_car,1,2,2,1,1,4,2,31,3,2,1,2,2,1,2
SGC-0620,UCI South German Credit,public_real_world_historical,individual,,,,,,,,958,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,4,0,other,1,4,2,3,1,3,1,47,3,2,2,2,1,1,2
SGC-0621,UCI South German Credit,public_real_world_historical,individual,,,,,,,,9277,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,2,1,new_car,5,3,2,1,1,4,4,48,3,3,1,3,2,2,2
SGC-0622,UCI South German Credit,public_real_world_historical,individual,,,,,,,,6314,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,4,4,10,business,1,1,4,3,2,2,4,27,1,2,2,4,2,2,2
SGC-0623,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1526,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,4,1,new_car,1,5,4,3,1,4,4,66,3,3,2,4,2,1,2
SGC-0624,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3590,DEM,12,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,2,2,used_car,1,3,2,3,2,2,2,29,3,2,1,2,1,1,2
SGC-0625,UCI South German Credit,public_real_world_historical,individual,,,,,,,,6615,DEM,24,,,,,0,0,1=bad credit risk; 0=good credit risk,1,1,4,1,new_car,1,1,2,3,1,4,4,75,3,3,2,4,2,2,2
